ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket,DetectedIssue
703,3,16,2024-04-17,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
704,8,20,2024-09-26,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
705,88,11,2025-05-25,5,Exceeded    my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
706,75,5,2024-01-03,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
707,96,16,2024-08-08,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
708,70,17,2024-01-20,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
709,1,16,2023-02-25,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
710,88,7,2025-09-26,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
711,39,12,2023-12-07,5,"Excellent    product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
712,53,17,2024-09-17,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
713,55,12,2024-12-12,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
714,76,2,2023-01-11,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
715,13,2,2024-03-26,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
716,64,2,2023-08-12,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
717,82,1,2025-03-07,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
718,30,20,2023-05-19,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative,-0.49 to 0.0,No Issue Detected
719,24,4,2025-12-03,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,-0.49 to 0.0,No Issue Detected
720,41,4,2025-08-05,5,Shipping  was  fast  and  the  item  was    well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
721,4,15,2024-09-25,2,Not    worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
722,68,16,2025-10-14,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
723,84,7,2023-11-22,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
724,31,3,2024-01-21,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
725,13,6,2025-09-30,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
726,33,20,2024-10-16,5,Customer  support  was    very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
727,39,1,2025-09-24,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
728,30,1,2024-08-23,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
729,99,9,2023-03-17,1,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
730,67,6,2025-01-15,4,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
731,4,7,2023-07-13,5,The  build    quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
732,56,20,2025-03-02,4,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
733,75,13,2024-11-07,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
734,63,2,2024-03-10,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
735,22,15,2024-03-02,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
736,72,6,2023-10-17,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
737,45,15,2023-10-11,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
738,3,12,2025-08-22,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
739,70,18,2023-07-05,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
740,33,5,2025-02-05,2,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Negative,0.0 to 0.49,Product Quality
741,3,9,2025-05-24,3,Not    worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
742,84,7,2025-03-03,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
743,89,3,2023-05-15,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
744,63,19,2023-03-31,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
745,85,12,2024-05-17,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
746,24,13,2024-03-28,5,"I  love    this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
747,84,1,2023-04-27,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
748,100,13,2025-09-15,3,"Great  purchase,    very  satisfied.",0.8016,Mixed Positive,0.5 to 1.0,No Issue Detected
749,64,13,2025-06-28,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
750,3,5,2024-06-20,4,The    quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
751,58,17,2025-07-11,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
752,7,12,2024-10-11,1,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
753,94,4,2023-01-29,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
754,55,11,2025-07-11,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
755,27,15,2024-03-31,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
756,94,8,2025-03-25,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
757,8,13,2023-09-27,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
758,53,1,2024-05-23,2,"Average  experience,  nothing    special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
759,21,16,2024-12-13,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
760,100,5,2025-12-18,3,Not    worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
761,49,16,2025-03-17,3,Customer  support  was  very  helpful.,0.6997,Mixed Positive,0.5 to 1.0,Customer Service
762,39,13,2025-05-31,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
763,54,16,2023-08-16,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
764,84,11,2024-07-08,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative,-0.49 to 0.0,No Issue Detected
765,74,18,2024-12-11,1,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0,No Issue Detected
766,83,7,2025-07-31,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
767,48,11,2023-10-09,5,Exceeded    my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
768,24,16,2023-02-18,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
769,77,7,2024-09-02,5,"Excellent  product,    highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
770,52,1,2025-02-02,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
771,32,12,2025-03-21,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
772,62,4,2023-09-13,4,Five    stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
773,17,14,2024-06-21,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0,No Issue Detected
774,46,6,2025-12-10,5,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
775,13,16,2025-08-31,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
776,17,13,2023-01-12,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
777,81,6,2024-02-14,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
778,97,7,2025-06-11,5,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
779,66,17,2025-05-25,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
780,83,1,2025-10-23,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
781,68,13,2024-06-06,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
782,25,3,2024-08-19,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
783,21,18,2024-11-30,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
784,22,16,2024-12-09,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,-0.49 to 0.0,No Issue Detected
785,9,10,2025-10-11,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
786,37,13,2025-07-29,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
787,59,5,2024-08-08,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
788,83,15,2025-05-16,3,Customer  support  was    very  helpful.,0.6997,Mixed Positive,0.5 to 1.0,Customer Service
789,7,17,2023-04-08,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
790,73,9,2024-06-08,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
791,11,18,2023-06-27,3,"Average  experience,  nothing    special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
792,88,14,2023-07-29,3,"The  product  is    okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
793,53,7,2025-05-21,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
794,24,17,2024-12-03,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
795,4,14,2024-12-16,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
796,27,17,2025-02-27,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
797,68,19,2025-02-22,5,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
798,95,13,2023-08-22,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
799,96,9,2025-07-17,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
800,74,8,2024-05-23,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
801,36,10,2023-01-09,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
802,12,16,2023-03-04,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
803,6,11,2023-09-22,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
804,16,8,2025-09-22,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
805,76,20,2024-10-28,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
806,18,9,2023-08-28,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
807,68,8,2025-03-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
808,49,6,2025-12-12,3,"Good  quality,  but  could  be    cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
809,37,17,2023-08-20,2,Product  did  not  meet  my    expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
810,56,2,2025-06-24,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0,No Issue Detected
811,10,2,2024-01-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
812,80,20,2025-04-19,4,"I  love  this  product,  will    buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
813,58,15,2024-03-28,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
814,93,3,2024-10-28,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
815,72,6,2025-11-19,1,I  had  a  bad  experience    with  this  product.,-0.5423,Negative,-1.0 to -0.5,No Issue Detected
816,91,1,2024-01-11,4,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
817,6,15,2024-11-17,3,Five  stars  for  the  quick  delivery.,0.0,Neutral,0.0 to 0.49,Delivery Issue
818,55,20,2023-12-11,3,"Average  experience,  nothing    special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
819,20,15,2024-05-12,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
820,47,19,2023-04-10,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
821,98,12,2025-10-19,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
822,47,15,2023-01-28,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
823,59,14,2024-09-29,5,Five    stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
824,77,13,2024-07-30,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
825,21,18,2023-01-10,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.6288,Negative,-1.0 to -0.5,No Issue Detected
826,8,11,2024-10-29,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
827,84,18,2025-04-05,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
828,53,20,2025-02-28,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
829,31,9,2023-05-17,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
830,61,19,2025-07-23,2,"Average  experience,  nothing    special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
831,48,17,2025-08-30,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
832,44,17,2024-04-23,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
833,31,18,2023-08-29,5,Exceeded  my    expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
834,74,1,2025-09-21,2,"Average    experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
835,12,12,2024-05-07,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
836,52,9,2023-10-25,1,Product  did    not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
837,19,16,2023-12-11,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
838,61,17,2024-04-21,5,Shipping  was  fast  and  the    item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
839,79,7,2024-08-02,4,Shipping    was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
840,44,10,2023-01-30,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
841,88,10,2023-08-25,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
842,70,17,2024-10-03,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
843,51,13,2025-08-28,2,Not  worth    the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
844,66,10,2023-07-01,4,"I  love  this  product,  will    buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
845,89,7,2023-07-26,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
846,17,17,2024-04-22,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
847,6,5,2025-05-29,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative,-0.49 to 0.0,No Issue Detected
848,6,18,2023-03-08,1,The  product  stopped  working  after  a  month.,-0.2263,Negative,-0.49 to 0.0,No Issue Detected
849,78,10,2025-02-01,2,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Negative,0.0 to 0.49,Product Quality
850,89,12,2023-07-24,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
851,31,12,2025-11-29,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
852,37,11,2024-12-03,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
853,42,11,2023-05-19,3,"The  product  is  okay,  but    the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
854,7,5,2025-06-09,5,Shipping  was  fast    and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
855,2,7,2024-01-08,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
856,23,6,2023-01-03,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
857,11,15,2023-10-17,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
858,92,17,2025-05-05,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
859,6,19,2024-06-25,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
860,27,5,2025-01-26,3,Not  worth    the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
861,70,8,2024-04-18,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
862,4,10,2025-01-17,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0,No Issue Detected
863,93,5,2025-07-05,3,"The  product  is  okay,  but  the    instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
864,85,1,2025-01-16,4,Customer  support  was  very    helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
865,17,13,2025-03-03,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
866,36,16,2025-03-03,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
867,7,8,2023-07-20,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative,-0.49 to 0.0,No Issue Detected
868,10,14,2024-11-01,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
869,18,3,2023-02-02,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
870,19,2,2023-03-19,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
871,3,5,2024-03-20,5,The    build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
872,96,3,2025-04-14,2,Product  did    not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
873,82,15,2025-06-21,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
874,78,8,2025-11-09,4,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
875,44,20,2023-11-27,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
876,10,19,2024-06-19,1,The  product  stopped  working  after  a  month.,-0.2263,Negative,-0.49 to 0.0,No Issue Detected
877,78,14,2024-08-28,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
878,24,10,2025-05-26,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
879,2,6,2023-09-16,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
880,29,13,2023-07-31,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
881,63,2,2023-04-25,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
882,6,7,2024-10-08,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
883,4,9,2023-07-08,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
884,24,2,2023-11-08,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
885,58,6,2024-09-10,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
886,95,15,2025-02-14,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
887,38,10,2025-03-17,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
888,83,4,2023-01-05,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative,-1.0 to -0.5,No Issue Detected
889,45,15,2024-10-02,4,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
890,59,5,2024-07-25,1,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
891,48,9,2025-02-26,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
892,27,4,2025-08-01,4,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
893,51,3,2024-02-06,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
894,82,4,2023-06-23,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
895,38,4,2024-10-28,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
896,40,20,2025-10-17,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
897,48,5,2025-01-05,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,-0.49 to 0.0,No Issue Detected
898,76,15,2023-09-18,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
899,89,9,2024-01-02,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
900,10,5,2025-04-04,3,"The  product  is  okay,  but  the  instructions  were    unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
901,16,19,2023-02-15,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
902,75,13,2025-07-02,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
903,69,5,2025-10-05,4,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
904,68,9,2025-12-24,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
905,82,4,2024-05-05,2,Not    worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
906,92,17,2025-02-27,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
907,67,3,2023-10-21,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
908,37,9,2025-03-28,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
909,59,7,2023-09-08,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
910,92,5,2023-06-14,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
911,93,6,2024-06-27,1,Product  did    not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
912,100,2,2025-10-27,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0,No Issue Detected
913,64,5,2024-09-06,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
914,81,19,2023-03-04,5,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
915,55,5,2024-12-21,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative,-1.0 to -0.5,No Issue Detected
916,40,5,2024-10-05,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
917,44,20,2025-05-17,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
918,50,4,2024-09-09,3,"The  product    is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
919,37,18,2025-02-14,1,"Terrible  customer  service,  would  not  buy  again.",-0.4767,Negative,-0.49 to 0.0,No Issue Detected
920,28,1,2025-04-13,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
921,93,11,2023-06-26,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
922,92,4,2025-07-22,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
923,3,20,2024-02-07,5,"Excellent  product,  highly    recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
924,62,19,2024-12-20,3,Customer  support    was  very  helpful.,0.6997,Mixed Positive,0.5 to 1.0,Customer Service
925,2,20,2025-02-10,1,"Terrible  customer  service,  would    not  buy  again.",-0.4767,Negative,-0.49 to 0.0,No Issue Detected
926,86,12,2023-06-17,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
927,21,4,2024-08-08,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
928,10,9,2024-05-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
929,47,5,2024-10-09,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
930,83,19,2024-08-05,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
931,73,8,2023-09-27,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
932,11,20,2023-08-26,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
933,83,12,2023-01-11,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
934,44,3,2023-04-26,5,"I  love  this    product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
935,71,12,2025-08-28,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
